source,target,reached,length,visited
Spacecraft_propulsion,Blacktip_reef_shark,True,15,"['Spacecraft_propulsion', 'Mars_Reconnaissance_Orbiter', 'Phoenix_%28spacecraft%29', 'Carbon_dioxide', 'Mauna_Loa', 'Sun', 'Milky_Way', 'Ganges_River', 'Dolphin', 'Bottlenose_Dolphin', 'Bull_shark', 'Tiger_shark', 'Blue_shark', 'Shark', 'Blacktip_reef_shark']"
Spacecraft_propulsion,William_Gilbert,False,25,"['Spacecraft_propulsion', 'Earth', 'Thomas_Aquinas', 'John_Locke', 'William_III_of_England', 'William_the_Silent', 'Philip_II_of_Spain', 'Julius_Caesar', 'Alexander_the_Great', 'Augustus', 'Mark_Antony', 'Cleopatra_VII', 'William_Shakespeare', 'Ben_Jonson', 'Charles_I_of_England', 'John_Milton', 'George_Eliot', 'Robert_Owen', 'United_States', 'Thomas_Jefferson', 'Alexander_Hamilton', 'John_Adams', 'John_Marshall', 'Andrew_Jackson', 'Nashville%2C_Tennessee']"
Spain,Berlin,True,3,"['Spain', 'Germany', 'Berlin']"
Spain,Energy,True,7,"['Spain', 'Currency', 'Money', 'Economics', 'Science', 'Physics', 'Energy']"
Spanish_conquest_of_the_Inca_Empire,Gas,True,7,"['Spanish_conquest_of_the_Inca_Empire', 'Spain', 'Currency', 'Money', 'Petroleum', 'Natural_gas', 'Gas']"
Spanish_language,Mountain_Gorilla,True,10,"['Spanish_language', 'Western_Sahara', 'Tribe', 'United_States', 'Rocky_Mountains', 'Glacier_National_Park_%28US%29', 'Yellowstone_National_Park', 'Human', 'Gorilla', 'Mountain_Gorilla']"
Sparrow,Weapon,True,7,"['Sparrow', 'Animal', 'Spider', 'Bird', 'Feather', 'Clothing', 'Weapon']"
Speaker_of_the_British_House_of_Commons,Chinese_language,True,9,"['Speaker_of_the_British_House_of_Commons', 'United_Kingdom', 'English_language', 'French_language', 'German_language', 'Russian_language', 'People%27s_Republic_of_China', 'Republic_of_China', 'Chinese_language']"
Speaker_of_the_British_House_of_Commons,Kuwait,True,8,"['Speaker_of_the_British_House_of_Commons', 'United_Kingdom', 'France', 'Belgium', 'Luxembourg', 'Montenegro', 'Lebanon', 'Kuwait']"
Special_relativity,Panama,True,5,"['Special_relativity', 'Physics', 'India', 'South_America', 'Panama']"
Speed_of_light,Scots_language,True,4,"['Speed_of_light', 'Latin', 'English_language', 'Scots_language']"
Speed_of_light,Walrus,False,25,"['Speed_of_light', 'United_States', 'Desert', 'Animal', 'Mammal', 'Whale', 'Cattle', 'Bison', 'African_Buffalo', 'Lion', 'Hyena', 'Milk', 'Chocolate', 'Rabbit', 'Cat', 'Bear', 'Dog', 'Peru', 'Andes', 'Galeras', 'United_Nations', 'Nuclear_weapon', 'Israel', 'Turkmenistan', 'Iran']"
Sperm_Whale,Clarinet,True,5,"['Sperm_Whale', 'Sound', 'Music', 'Musical_instrument', 'Clarinet']"
Sperm_Whale,Fire,True,11,"['Sperm_Whale', 'Sound', 'Gas', 'Heat', 'Energy', 'Rain', 'Sun', 'Iron', 'Metal', 'Oxygen', 'Fire']"
Sperm_Whale,Semiconductor_device,True,6,"['Sperm_Whale', 'Animal', 'Latin', 'United_States', 'Electronics', 'Semiconductor_device']"
Sperm_Whale,Sugarcane,True,5,"['Sperm_Whale', 'Chile', 'Agriculture', 'Sugar', 'Sugarcane']"
Sperm_Whale,Treaty_of_Versailles,True,7,"['Sperm_Whale', 'Animal', 'Latin', 'Great_Britain', 'France', 'World_War_II', 'Treaty_of_Versailles']"
Sphere,Cobalt,True,4,"['Sphere', 'Earth', 'Iron', 'Cobalt']"
Spherical_aberration,Pacific_Ocean,True,5,"['Spherical_aberration', 'Star', 'Extrasolar_planet', 'Earth', 'Pacific_Ocean']"
Spider,Warsaw,True,6,"['Spider', 'Canada', 'Yugoslavia', 'Hungary', 'Poland', 'Warsaw']"
Spinosaurus,Bucharest,True,5,"['Spinosaurus', 'Munich', 'Italy', 'Romania', 'Bucharest']"
Spring_Heeled_Jack,Aristotle,True,4,"['Spring_Heeled_Jack', 'Moon', 'Philosophy', 'Aristotle']"
Sputnik_1,Actor,True,8,"['Sputnik_1', 'Laika', 'Doctor_Who', 'Douglas_Adams', 'Paul_McCartney', 'Laurence_Olivier', 'Alfred_Hitchcock', 'Actor']"
Sputnik_2,DVD,True,17,"['Sputnik_2', 'Dog', 'Fruit', 'Apple', 'Bible', 'Latin', 'Law', 'Police', 'Crime', 'Government', 'Country', 'Language', 'Sound', 'Music', 'Propaganda', 'Television', 'DVD']"
Sputnik_2,Elementary_algebra,True,10,"['Sputnik_2', 'Australia', 'English_language', 'Old_English_language', 'England', 'Middle_Ages', 'Aristotle', 'Mathematics', 'Algebra', 'Elementary_algebra']"
Sputnik_program,Mars,True,4,"['Sputnik_program', 'Space_station', 'Asteroid', 'Mars']"
Sputnik_program,Watch,True,5,"['Sputnik_program', 'Plant', 'Light', 'Time', 'Watch']"
Spyware,Milky_Way,True,15,"['Spyware', 'Windows_Vista', 'European_Union', 'Channel_Islands', 'Isles_of_Scilly', 'Atlantic_Ocean', 'Southern_Ocean', 'Arctic_Ocean', 'Pacific_Ocean', 'Tropical_cyclone', 'Hurricane_Epsilon_%282005%29', 'International_Space_Station', 'Space_station', 'Star_Trek', 'Milky_Way']"
Spyware,Trumpet,True,5,"['Spyware', 'Internet', 'Music', 'Musical_instrument', 'Trumpet']"
Stag_beetle,Colombia,True,5,"['Stag_beetle', 'England', 'Spain', 'South_America', 'Colombia']"
Stag_beetle,Linus_Pauling,False,25,"['Stag_beetle', 'Carolus_Linnaeus', 'South_Africa', 'Desmond_Tutu', 'Cape_Town', 'African_Penguin', 'Magellanic_Penguin', 'Chordate', 'Animal', 'Latin', 'Roman_Empire', 'Edward_Gibbon', 'Blaise_Pascal', 'Christopher_Wren', 'St_Paul%27s_Cathedral', 'Paul_of_Tarsus', 'Bede', 'Julius_Caesar', 'Augustus', 'Mark_Antony', 'Ancient_Rome', 'Roman_villa', 'Franks', 'Attila_the_Hun', 'North_Africa']"
Stained_glass,Fish,True,12,"['Stained_glass', 'House', 'Business', 'Time', 'Television', 'Film', 'Sound', 'Wave', 'Energy', 'Food', 'Fishing', 'Fish']"
Stained_glass,Monkey,True,13,"['Stained_glass', 'France', 'God', 'Bible', 'Jesus', 'Allah', 'Isaac', 'Islam', 'Pig', 'Animal', 'Human', 'Ape', 'Monkey']"
StarCraft,Wolfgang_Amadeus_Mozart,True,4,"['StarCraft', 'Internet', 'Vienna', 'Wolfgang_Amadeus_Mozart']"
Star_Trek,Sea_of_Galilee,True,6,"['Star_Trek', 'Earth', 'Dead_Sea', 'Mediterranean_Sea', 'Sea', 'Sea_of_Galilee']"
Star_Trek,Star_Wars,True,3,"['Star_Trek', 'Star_Wars_Episode_IV__A_New_Hope', 'Star_Wars']"
Star_Trek__Deep_Space_Nine,Zinc,True,5,"['Star_Trek__Deep_Space_Nine', 'United_States', 'Steel', 'Metal', 'Zinc']"
Star_Wars,Genetic_code,True,10,"['Star_Wars', 'Clone_Wars_%28Star_Wars%29', 'United_States', 'S%C3%A3o_Tom%C3%A9_and_Pr%C3%ADncipe', 'S%C3%A3o_Tom%C3%A9', 'Portugal', 'France', 'United_Kingdom', 'DNA', 'Genetic_code']"
Star_Wars,George_Washington,True,4,"['Star_Wars', 'World_War_I', 'President_of_the_United_States', 'George_Washington']"
Star_Wars,Great_Lakes,True,19,"['Star_Wars', 'Earth', 'Arctic_Ocean', 'Indian_Ocean', 'Southern_Ocean', 'Ocean', 'Great_Salt_Lake', 'Salt_Lake_City%2C_Utah', 'Pacific_Ocean', 'Great_Barrier_Reef', 'Oil_reservoir', 'River', 'Great_Britain', 'Ancient_Greece', 'Alexander_the_Great', 'Ganges_River', 'India', 'United_States', 'Great_Lakes']"
Star_Wars,Parrot,True,12,"['Star_Wars', 'Turkey', 'Guinea', 'Guinea-Bissau', 'Christianity', 'Pope', 'Portugal', 'Africa', 'Crocodile', 'Animal', 'Bird', 'Parrot']"
Star_Wars,Sikhism,True,5,"['Star_Wars', 'Nazism', 'Jew', 'Islam', 'Sikhism']"
Starling,Nile,True,4,"['Starling', 'Asia', 'Egypt', 'Nile']"
Statue_of_Zeus_at_Olympia,Liberalism,True,5,"['Statue_of_Zeus_at_Olympia', 'Eagle', 'United_States', 'Liberal_democracy', 'Liberalism']"
Statue_of_Zeus_at_Olympia,Montreal,True,6,"['Statue_of_Zeus_at_Olympia', 'Greece', 'France', 'Paris', 'Canada', 'Montreal']"
Steam_engine,Carbon_dioxide,True,3,"['Steam_engine', 'Coal', 'Carbon_dioxide']"
Steam_engine,Mario,False,25,"['Steam_engine', 'Water', 'Dolphin', 'Tuna', 'Fish', 'Whale_shark', 'Krill', 'Penguin', 'Magellanic_Penguin', 'Bird', 'Falcon', 'Peregrine_Falcon', 'Animal', 'Spider', 'Bee', 'Flower', 'Fruit', 'Peanut', 'Florida', 'Hurricane_Ivan', 'Hurricane_Charley', 'Hurricane_Floyd', 'United_States', 'Potato', 'Italy']"
Steam_engine,Tropical_cyclone,True,4,"['Steam_engine', 'Jet_engine', 'Global_warming', 'Tropical_cyclone']"
Steel,Oat,True,8,"['Steel', 'Oxygen', 'Water', 'Salt', 'Almond', 'Fruit', 'Cereal', 'Oat']"
Stegosaurus,Baboon,True,5,"['Stegosaurus', 'Madagascar', 'Monkey', 'Ape', 'Baboon']"
Stegosaurus,Caspian_Sea,True,8,"['Stegosaurus', 'North_America', 'Arctic_Ocean', 'Indian_Ocean', 'Persian_Gulf', 'Red_Sea', 'Black_Sea', 'Caspian_Sea']"
Stegosaurus,Chemistry,True,5,"['Stegosaurus', 'Fossil', 'Mineral', 'Chemical_element', 'Chemistry']"
Stegosaurus,Kangaroo,True,4,"['Stegosaurus', 'Mammal', 'Australia', 'Kangaroo']"
Stegosaurus,Tripoli,True,5,"['Stegosaurus', 'East_Africa', 'Egypt', 'Libya', 'Tripoli']"
Stephen_Harper,Cystic_fibrosis,False,25,"['Stephen_Harper', 'Canada', 'United_States', 'France', 'United_Kingdom', 'Europe', 'Germany', 'English_language', 'World_War_II', 'India', 'Japan', 'China', 'Africa', 'Latin', 'Italy', 'Spain', 'Russia', 'Time_zone', 'Egypt', 'Currency', '19th_century', 'England', 'London', 'Christianity', 'Islam']"
Stephen_Hawking,Abbot,True,15,"['Stephen_Hawking', 'Medicine', 'William_Harvey', 'Charles_I_of_England', 'Archbishop_of_Canterbury', 'Pope', 'Pope_Benedict_XVI', 'Australia', 'Canberra', 'Anglican_Church_of_Australia', 'Adelaide', 'Melbourne', 'Prime_Minister_of_the_United_Kingdom', 'House_of_Lords', 'Abbot']"
Stephen_Jay_Gould,Hurricane_Katrina,True,4,"['Stephen_Jay_Gould', 'United_States', 'Gulf_of_Mexico', 'Hurricane_Katrina']"
Stickleback,Italy,True,4,"['Stickleback', 'Animal', 'Latin', 'Italy']"
Still_Game,Citrus,True,7,"['Still_Game', 'England', 'Wind', 'India', 'Mango', 'Fruit', 'Citrus']"
Still_Game,Turkey,True,4,"['Still_Game', 'Ireland', 'Europe', 'Turkey']"
Stingray,Impressionism,True,5,"['Stingray', 'England', 'Renaissance', 'Art', 'Impressionism']"
Stingray,Joseph_Stalin,True,4,"['Stingray', 'England', 'Winston_Churchill', 'Joseph_Stalin']"
Stingray,Periodic_table,False,25,"['Stingray', 'England', 'France', 'United_States', 'Europe', 'United_Kingdom', 'English_language', 'Germany', 'World_War_II', 'India', 'Japan', 'China', 'Africa', 'Latin', 'Italy', 'Spain', 'Russia', 'Time_zone', 'Canada', 'Currency', 'List_of_circulating_currencies', 'Australia', 'List_of_countries_by_system_of_government', 'Egypt', 'Christianity']"
Stoicism,1st_century_BC,True,3,"['Stoicism', 'Ancient_Rome', '1st_century_BC']"
Stone_Age,Plutonium,True,6,"['Stone_Age', 'Copper', 'Neutron', 'Polonium', 'Uranium', 'Plutonium']"
Stonehenge,Darth_Vader,False,25,"['Stonehenge', 'King_Arthur', 'Battle_of_Hastings', 'Julius_Caesar', 'Genghis_Khan', 'Weapon', 'Nuclear_weapon', 'Tsar_Bomba', 'Soviet_Union', 'Ronald_Reagan', 'Gerald_Ford', 'George_W._Bush', 'Arnold_Schwarzenegger', 'George_H._W._Bush', 'Bill_Clinton', 'Abraham_Lincoln', 'Andrew_Johnson', 'Ulysses_S._Grant', 'James_Buchanan', 'President_of_the_United_States', 'Martin_Van_Buren', 'United_States_Senate', 'Latin', 'Roman_Empire', 'Claudius']"
Stonehenge,Potato,True,6,"['Stonehenge', 'Ireland', 'Latvia', 'Estonia', 'Finland', 'Potato']"
Strait_of_Malacca,Water,True,3,"['Strait_of_Malacca', 'Pacific_Ocean', 'Water']"
Stratford-upon-Avon,Tenzing_Norgay,False,25,"['Stratford-upon-Avon', 'England', 'Canute_the_Great', 'London', 'Ben_Jonson', 'Scotland', 'North_Sea', 'English_language', 'Canadian_English', 'Canada', 'National_Hockey_League', 'North_America', 'Navassa_Island', 'Wake_Island', 'United_States', 'Bald_Eagle', 'Golden_Eagle', 'North_Africa', 'Northwest_Africa', 'Europe', 'Black_Sea', 'Russia', 'Anno_Domini', 'United_Nations', 'France']"
String_theory,Easter_Island,True,15,"['String_theory', 'Switzerland', 'Republic_of_Ireland', 'Irish_Sea', 'Isle_of_Man', 'Channel_Islands', 'British_Isles', 'Fair_Isle', 'Shetland', 'Atlantic_Ocean', 'Faroe_Islands', 'Greenland', 'Arctic_Ocean', 'Pacific_Ocean', 'Easter_Island']"
String_theory,Harry_S._Truman,True,5,"['String_theory', 'James_Clerk_Maxwell', 'Albert_Einstein', 'Franklin_D._Roosevelt', 'Harry_S._Truman']"
String_theory,Turtle,True,5,"['String_theory', 'Sphere', 'Earth', 'Dinosaur', 'Turtle']"
Stroke,Irrigation,True,4,"['Stroke', 'Oxygen', 'Water', 'Irrigation']"
Stroke,United_Arab_Emirates,True,6,"['Stroke', 'United_States', 'United_Kingdom', 'United_Nations', 'Saudi_Arabia', 'United_Arab_Emirates']"
Stuttering,Water,True,7,"['Stuttering', 'Language', 'Science', 'Nature', 'River', 'Rain', 'Water']"
Stuttgart,Tripoli,True,8,"['Stuttgart', 'Cairo', 'Baghdad', 'Iraq', 'Damascus', 'Egypt', 'Libya', 'Tripoli']"
Styracosaurus,Cookiecutter_shark,True,15,"['Styracosaurus', 'Canada', 'Jacques_Cartier', 'Asia', 'Black_Sea', 'Aral_Sea', 'United_States', 'Kingman_Reef', 'Pacific_Ocean', 'Easter_Island', 'Pitcairn_Islands', 'Fish', 'Whale_shark', 'Basking_shark', 'Cookiecutter_shark']"
Suburbs_of_Johannesburg,Climate_change,True,12,"['Suburbs_of_Johannesburg', 'World_War_II', 'Cold_War', 'Vietnam_War', 'United_Nations', 'Government', 'Democracy', 'World_War_I', 'Persian_Gulf', 'Red_Sea', 'Climate', 'Climate_change']"
Sudan,55_Cancri_b,False,25,"['Sudan', 'English_language', 'Old_English_language', 'Latin_alphabet', 'ASCII', 'Perl', 'C%2B%2B', 'Programming_language', 'Alan_Turing', 'Enigma_machine', 'Brute_force_attack', 'Data_Encryption_Standard', 'United_States', 'Apollo_11', 'Apollo_8', 'Saturn_V', 'Sputnik_1', 'Russian_language', 'Georgia_%28country%29', 'C%C3%B4te_d%27Ivoire', 'Spanish_language', '18th_century', 'Leonhard_Euler', 'Soviet_Union', 'Berlin_Wall']"
Sudan,Dubai,True,3,"['Sudan', 'United_Arab_Emirates', 'Dubai']"
Sudoku,Helium,True,9,"['Sudoku', 'English_language', 'United_States', 'Coal', 'Nitrogen', 'Gas', 'Plasma_%28physics%29', 'Atom', 'Helium']"
Sudoku,Jupiter,True,7,"['Sudoku', 'Japan', 'Moon', 'Venus', 'Planet', 'Saturn', 'Jupiter']"
Sudoku,Spider,True,5,"['Sudoku', 'English_language', 'Pig', 'Animal', 'Spider']"
Sudoku,The_Brothers_Karamazov,True,16,"['Sudoku', 'English_language', 'Solomon_Islands', 'Kiribati', 'Caroline_Island', 'United_States', 'Ethnic_group', 'Tribe', 'Society', 'France', 'United_Kingdom', 'Arctic_Monkeys', 'The_Smiths', 'Jack_Kerouac', 'Fyodor_Dostoevsky', 'The_Brothers_Karamazov']"
Suffrage,Windows_Vista,True,12,"['Suffrage', 'France', 'Portuguese_language', 'Cape_Verde', 'Angola', 'Latin', 'Spanish_language', 'Western_Sahara', 'United_States', 'Computer', 'Microsoft_Windows', 'Windows_Vista']"
Sugar,Coin,True,5,"['Sugar', 'Chocolate', 'Lead', 'Silver', 'Coin']"
Sugar,Iron_Age,True,8,"['Sugar', 'Steam_engine', 'Jet_engine', 'Isaac_Newton', 'Gold_standard', 'Metal', 'Iron', 'Iron_Age']"
Sugar,Viking,True,6,"['Sugar', 'Sanskrit', 'Nepal', 'Folklore', 'Iceland', 'Viking']"
Sugar_beet,Climate_change,True,5,"['Sugar_beet', 'Temperate', 'Tropics', 'Climate', 'Climate_change']"
Sugarcane,DVD,True,5,"['Sugarcane', 'Alcohol', 'United_States', 'Film', 'DVD']"
Sulfuric_acid,Weapon,True,6,"['Sulfuric_acid', 'Steel', 'Metal', 'Iron', 'Axe', 'Weapon']"
Sultan,Juice,True,15,"['Sultan', 'Islam', 'Alcohol', 'Oxygen', 'Water', 'Drinking_water', 'Fresh_water', 'River', 'Mississippi_River', 'Cholera', 'Bacteria', 'Wine', 'Fruit', 'Citrus', 'Juice']"
Sumer,Dandelion,True,6,"['Sumer', 'Babylonia', 'Earth', 'Plant', 'Flower', 'Dandelion']"
Summer,Light,True,3,"['Summer', 'Plant', 'Light']"
Summer_Hill%2C_New_South_Wales,Hungary,True,4,"['Summer_Hill%2C_New_South_Wales', 'Australia', 'Germany', 'Hungary']"
Sumo,Hydrochloric_acid,True,5,"['Sumo', 'Edible_salt', 'Fatty_acid', 'Formic_acid', 'Hydrochloric_acid']"
Sumo,Reptile,True,5,"['Sumo', 'Shinto', 'Nature', 'Dinosaur', 'Reptile']"
Sun,Africa,True,3,"['Sun', 'Egypt', 'Africa']"
Sun,Erie_Canal,True,3,"['Sun', 'United_States', 'Erie_Canal']"
Sun,Moon,True,3,"['Sun', 'Planet', 'Moon']"
Sun,Paris,True,4,"['Sun', 'Egypt', 'Europe', 'Paris']"
Sun,Spyware,True,9,"['Sun', 'United_States', 'Computer', 'Internet', 'Microsoft', 'Microsoft_Windows', 'Windows_XP', 'Windows_Vista', 'Spyware']"
Sun,Television,True,5,"['Sun', 'Earth', 'Food', 'Computer', 'Television']"
Sunlight,Rabies,True,12,"['Sunlight', 'Organism', 'Animal', 'Mammal', 'Lion', 'Hyena', 'Carnivore', 'Spider', 'Insect', 'Bedbug', 'Bat', 'Rabies']"
Sunol_Water_Temple,Dolphin,True,6,"['Sunol_Water_Temple', 'Rome', 'Pope', 'Portugal', 'Atlantic_Ocean', 'Dolphin']"
Super_Bowl_XL,Kyrgyzstan,True,4,"['Super_Bowl_XL', 'Russia', 'Kazakhstan', 'Kyrgyzstan']"
Super_Mario_64,Belfast,True,4,"['Super_Mario_64', 'Europe', 'Dublin', 'Belfast']"
Super_Mario_64,Gunpowder,True,6,"['Super_Mario_64', 'Europe', 'Russia', 'Nuclear_weapon', 'Weapon', 'Gunpowder']"
Super_Mario_64,Quantum_mechanics,True,7,"['Super_Mario_64', 'Europe', 'France', 'Franks', 'Germany', 'Max_Planck', 'Quantum_mechanics']"
Super_Mario_Bros.,Hatshepsut,False,25,"['Super_Mario_Bros.', 'United_States', 'Bald_Eagle', 'Snow_Goose', 'Goose', 'Shelduck', 'Europe', 'France', 'Charlemagne', 'Germany', 'Marshall_Plan', 'United_Kingdom', 'Cotswolds', 'England', 'Bede', 'Middle_Ages', 'Italy', 'Latin', 'The_Cat_in_the_Hat', 'Dr._Seuss', 'World_War_II', 'India', 'English_language', 'Japan', 'China']"
Super_Mario_Bros.,Jesus,True,9,"['Super_Mario_Bros.', 'Mario', 'Rabbit', 'Basil', 'Genoa', 'United_States', 'Peace', 'God', 'Jesus']"
Super_Mario_Bros.,Mesopotamia,True,5,"['Super_Mario_Bros.', 'Japan', 'Archaeology', 'Civilization', 'Mesopotamia']"
Super_Mario_Bros.,Palace_of_Westminster,True,4,"['Super_Mario_Bros.', 'United_States', 'United_Kingdom', 'Palace_of_Westminster']"
Super_Mario_Bros.,Turtle,True,6,"['Super_Mario_Bros.', 'Mario', 'Rabbit', 'Animal', 'Reptile', 'Turtle']"
Superman,Adolf_Hitler,True,3,"['Superman', 'Nazism', 'Adolf_Hitler']"
Superman,Literature,True,4,"['Superman', 'Music', 'Art', 'Literature']"
Superman,Magnesium,True,5,"['Superman', 'United_States', 'Steel', 'Mineral', 'Magnesium']"
Superman,Meat,True,12,"['Superman', 'Television', 'Sound', 'Gas', 'Heat', 'Water', 'Fish', 'Tuna', 'Animal', 'Bird', 'Chicken', 'Meat']"
Superman,Oliver_Twist,True,19,"['Superman', 'Brandon_Routh', 'Actor', 'William_Shakespeare', 'English_language', 'Sierra_Leone', 'Guinea', 'France', 'Julius_Caesar', 'Augustus', 'Mark_Antony', 'Cleopatra_VII', 'Laurence_Olivier', 'Richard_III_%28play%29', 'Edward_V_of_England', 'Edward_IV_of_England', 'London', 'Charles_Dickens', 'Oliver_Twist']"
Supply_and_demand,Caesium,True,17,"['Supply_and_demand', 'Europe', 'Latin', 'Latin_alphabet', 'ASCII', 'Computer', 'Middle_Ages', 'English_language', 'Saint_Vincent_and_the_Grenadines', 'France', 'Rhine', 'Germany', 'Carbon_dioxide', 'Calcite', 'Crystal', 'Gallium', 'Caesium']"
Supply_and_demand,Voltaire,False,25,"['Supply_and_demand', 'Europe', 'Africa', 'Burkina_Faso', 'Niger', 'Nigeria', 'Lagos', 'Time_zone', 'France', 'Algeria', 'Algiers', 'Tunis', 'Tunisia', 'North_Africa', 'Morocco', 'Mauritania', 'Madagascar', 'Gabon', 'Republic_of_the_Congo', 'Cameroon', 'Congo_River', 'Central_African_Republic', 'Democratic_Republic_of_the_Congo', 'Rwanda', 'Liberia']"
Supreme_Court_of_the_United_States,Sodium,True,5,"['Supreme_Court_of_the_United_States', 'United_States', 'Steel', 'Mineral', 'Sodium']"
Swallow,Electron,True,4,"['Swallow', 'Animal', 'Oxygen', 'Electron']"
Swastika,National_Hockey_League,True,3,"['Swastika', 'Ice_hockey', 'National_Hockey_League']"
Sydney,Northwest_Africa,True,5,"['Sydney', 'Pacific_Ocean', 'Africa', 'North_Africa', 'Northwest_Africa']"
Sydney,Saladin,False,25,"['Sydney', 'James_Cook', 'Fruit', 'Vegetable', 'Lettuce', 'Plant', 'Weed', 'Greenhouse_effect', 'Planet', 'Kuiper_belt', 'Sun', 'United_States', 'Potato', 'Flower', 'Chicken', 'Chordate', 'Animal', 'Water', 'Shinto', 'Sumo', 'Edible_salt', 'Rice', 'Butter', 'Cheese', 'Soup']"
Sydney_Newman,IPod,False,25,"['Sydney_Newman', 'Television', 'DVD', 'Sony', 'Music', 'Sound', 'Matter', 'Magnet', 'Earth', 'Nickel', 'Metal', 'Plutonium', 'Plant', 'Fruit', 'Apple', 'Water', 'Cloud', 'Color', 'Light', 'Radio', 'Bluetooth', 'Computer', 'Electronics', 'Information', 'Mind']"
Symmetry,Mongolia,True,4,"['Symmetry', 'India', 'Asia', 'Mongolia']"
T._S._Eliot,Ancient_Egypt,True,6,"['T._S._Eliot', 'United_Kingdom', 'Roman_Britain', 'Archaeology', 'Egypt', 'Ancient_Egypt']"
T._S._Eliot,Wernher_von_Braun,True,22,"['T._S._Eliot', 'Thomas_Becket', 'Bologna', 'Charlemagne', 'Franks', 'Rhine', 'Richard_Wagner', 'Marcel_Proust', 'French_language', 'European_Union', 'Hamburg', 'German_language', 'Dutch_language', 'Aachen', 'Paul_of_Tarsus', 'Martin_Luther', 'Adolf_Hitler', 'Anschluss', 'Otto_von_Bismarck', 'Frankfurt', 'Nazi_Germany', 'Wernher_von_Braun']"
TGV,Color_blindness,True,7,"['TGV', 'United_States', 'Fine_art', 'Visual_arts', 'Pigment', 'Color', 'Color_blindness']"
Taiwan,Brown_trout,True,6,"['Taiwan', 'Whale', 'Fish', 'Fishing', 'Trout', 'Brown_trout']"
Taiwan,Hip_hop_music,True,6,"['Taiwan', 'Ming_Dynasty', 'India', 'Stone_Age', 'Dance', 'Hip_hop_music']"
Tajikistan,Croatia,True,4,"['Tajikistan', 'Russia', 'Serbia', 'Croatia']"
Tajikistan,Dolphin,True,5,"['Tajikistan', 'Aral_Sea', 'Sea', 'Ocean', 'Dolphin']"
Talc,Tin,True,6,"['Talc', 'Quartz', 'Silver', 'Nickel', 'Copper', 'Tin']"
Tamarind,University_of_Chicago,True,5,"['Tamarind', 'Latin_America', 'United_States', 'Chicago', 'University_of_Chicago']"
Tamil_language,Charles_I_of_England,True,6,"['Tamil_language', 'English_language', 'British_English', 'British_Empire', 'James_I_of_England', 'Charles_I_of_England']"
Tank,Asparagus,False,25,"['Tank', 'United_States', 'Rice', 'Plant', 'Fruit', 'Carrot', 'Onion', 'English_language', 'Anguilla', 'United_Kingdom', 'France', 'Germany', 'Turkey', 'Agriculture', 'Vegetable', 'Cereal', 'Sorghum', 'Barley', 'Oat', 'Seed', 'Peanut', 'Bird', 'Ostrich', 'China', 'Abacus']"
Tanzania,James_II_of_England,True,4,"['Tanzania', 'United_Kingdom', 'Charles_II_of_England', 'James_II_of_England']"
Taoism,Dinosaur,True,8,"['Taoism', 'Christianity', 'Bible', 'Ancient_history', 'Ancient_Greece', 'Cheese', 'Mammal', 'Dinosaur']"
Taoism,I_Want_to_Hold_Your_Hand,False,25,"['Taoism', 'China', 'United_States', 'France', 'United_Kingdom', 'Europe', 'Germany', 'English_language', 'World_War_II', 'India', 'Japan', 'Russia', 'Time_zone', 'Spain', 'Latin', 'Italy', 'Currency', '19th_century', 'Telephone', 'Sweden', 'Canada', 'Christianity', 'Islam', 'World_War_I', 'Africa']"
Taoism,Industrial_Revolution,True,9,"['Taoism', '10th_century', '11th_century', '20th_century', 'Russian_Revolution_of_1917', 'Marxism', '19th_century', '18th_century', 'Industrial_Revolution']"
Taoism,Steel,True,10,"['Taoism', 'Christianity', 'Jew', 'Nazism', 'Fascism', 'Austria', 'Currency', 'Gold', 'Metal', 'Steel']"
Tarragon,Pan_Am_Flight_103,True,17,"['Tarragon', 'Europe', 'Atlantic_Ocean', 'Equatorial_Guinea', 'Atlantis', 'Pacific_Ocean', 'Ferdinand_Magellan', 'Indian_Ocean', 'Arctic_Ocean', 'United_Kingdom', 'Royal_Air_Force', 'Royal_Navy', 'Aircraft_carrier', 'Battle_of_Midway', 'Aircraft', 'Boeing_747', 'Pan_Am_Flight_103']"
Tashkent,Google,True,10,"['Tashkent', 'Russia', 'Lithuania', 'Europe', 'Moscow', 'Industry', 'Technology', 'Science', 'World_Wide_Web', 'Google']"
Tashkent,Ronald_Reagan,True,6,"['Tashkent', 'Vladimir_Lenin', 'Leon_Trotsky', 'Joseph_Stalin', 'President_of_the_United_States', 'Ronald_Reagan']"
Tasmanian_Devil,Bob_Marley,True,14,"['Tasmanian_Devil', 'Wallaby', 'Kangaroo', 'Darling_River', 'Murray_River', 'Australia', 'Christmas_Island', 'Coconut_crab', 'Caroline_Island', 'United_States', 'Barbados', 'Music_of_Barbados', 'Reggae', 'Bob_Marley']"
Tasmanian_Devil,Russia,True,4,"['Tasmanian_Devil', 'Australia', 'Japan', 'Russia']"
