source,target,reached,length,visited
Democratic_Republic_of_the_Congo,Mount_Everest,True,13,"['Democratic_Republic_of_the_Congo', 'Great_Rift_Valley', 'Mount_Kilimanjaro', 'Mount_St._Helens', 'Mount_Rainier', 'Volcano', 'Mount_Vesuvius', 'Magma', 'Yellowstone_National_Park', 'Rocky_Mountains', 'Glacier_National_Park_%28US%29', 'Avalanche', 'Mount_Everest']"
Desert,Library_of_Congress,True,4,"['Desert', 'United_States', 'United_States_Congress', 'Library_of_Congress']"
Desert_locust,Aristotle,True,5,"['Desert_locust', 'Egypt', 'Ancient_Egypt', 'Ancient_Greece', 'Aristotle']"
Diamond,Saturn,True,14,"['Diamond', 'Ancient_Rome', 'Jupiter_%28mythology%29', 'Rome', 'Ancient_Greece', 'Roman_Greece', 'Roman_Empire', 'Hungary', 'Budapest', 'Austria', 'Granite', 'Earth', 'Planet', 'Saturn']"
Diamond_cut,The_Origin_of_Species,True,8,"['Diamond_cut', 'Europe', 'Herbivore', 'Organism', 'Biodiversity', 'Invasive_species', 'Evolution', 'The_Origin_of_Species']"
Dice,13th_century,True,4,"['Dice', 'Ancient_Rome', '17th_century', '13th_century']"
Dice,Dolphin,True,5,"['Dice', 'Horse', 'Animal', 'Fish', 'Dolphin']"
Dice,Space_Shuttle_Challenger,True,7,"['Dice', 'Mercury_%28element%29', 'Mercury_%28planet%29', 'European_Space_Agency', 'International_Space_Station', 'Space_Shuttle_Endeavour', 'Space_Shuttle_Challenger']"
Diego_Garcia,Reptile,True,5,"['Diego_Garcia', 'Coconut', 'Plant', 'Animal', 'Reptile']"
Diego_Maradona,Apollo_8,True,15,"['Diego_Maradona', 'Che_Guevara', 'La_Paz', 'Peace', 'Ancient_Rome', 'Roman_road', 'Augustus', 'Cleopatra_VII', 'Ancient_Egypt', 'Ancient_Greece', 'Minoan_civilization', 'Greek_mythology', 'Apollo', 'Saturn_V', 'Apollo_8']"
Differential_equation,Education_in_the_United_States,False,25,"['Differential_equation', 'Economics', 'Education', 'United_States', 'U.S._state', 'President_of_the_United_States', 'United_States_Constitution', 'United_States_dollar', 'American_Revolutionary_War', 'France_in_the_American_Revolutionary_War', 'Latin_America', 'Civilization', 'Culture', 'Cultural_identity', 'History', 'Humanities', 'Democracy', 'Citizenship', 'Political_science', 'Cornell_University', 'Supreme_Court_of_the_United_States', 'United_States_Congress', 'United_States_Bill_of_Rights', 'Fourteenth_Amendment_to_the_United_States_Constitution', 'Government']"
Diffuse_interstellar_band,Heat,True,4,"['Diffuse_interstellar_band', 'Carbon', 'Sun', 'Heat']"
Dill,New_moon,True,18,"['Dill', 'Star_anise', 'Scientific_classification', 'Flower', 'Bee', 'Honey_bee', 'Rocky_Mountains', 'Great_Salt_Lake', 'Dead_Sea', 'Red_Sea', 'Black_Sea', 'Aral_Sea', 'Soviet_Union', 'International_Space_Station', 'Space_station', 'Asteroid', 'Moon', 'New_moon']"
Dinosaur,Alan_Turing,False,25,"['Dinosaur', 'Oxford', 'English_language', 'Old_English_language', 'William_Shakespeare', 'Ben_Jonson', 'Charles_I_of_England', 'John_Milton', 'George_Eliot', 'Robert_Owen', 'Wales', 'Tony_Blair', 'Benjamin_Disraeli%2C_1st_Earl_of_Beaconsfield', 'William_Ewart_Gladstone', 'Winston_Churchill', 'John_Maynard_Keynes', 'Isaac_Newton', 'Westminster_Abbey', 'Oliver_Cromwell', 'Leon_Trotsky', 'Russian_language', 'Aleksandr_Pushkin', 'Pyotr_Ilyich_Tchaikovsky', 'Piano', 'Wolfgang_Amadeus_Mozart']"
Dinosaur,Central_processing_unit,False,25,"['Dinosaur', 'United_States', 'France', 'United_Kingdom', 'Europe', 'Germany', 'English_language', 'World_War_II', 'India', 'Japan', 'China', 'Africa', 'Central_African_Republic', 'Time_zone', 'Spain', 'Latin', 'Italy', 'Currency', '19th_century', 'England', 'London', 'Russia', 'Canada', 'Christianity', 'Islam']"
Dinosaur,China,True,2,"['Dinosaur', 'China']"
Dinosaur,Computer,True,6,"['Dinosaur', 'Science', 'Computer_science', 'Internet', 'Microsoft', 'Computer']"
Dinosaur,Corporation,True,3,"['Dinosaur', 'United_States', 'Corporation']"
Dinosaur,George_W._Bush,True,3,"['Dinosaur', 'United_States', 'George_W._Bush']"
Dinosaur,Richard_II_of_England,True,11,"['Dinosaur', 'England', 'Richard_I_of_England', 'Henry_II_of_England', 'John_of_England', 'William_I_of_England', 'William_II_of_England', 'Henry_I_of_England', 'Stephen_of_England', 'British_monarchy', 'Richard_II_of_England']"
Distilled_beverage,Trojan_War,True,20,"['Distilled_beverage', 'Black_Death', 'Hundred_Years%27_War', 'Napoleonic_Wars', 'War', 'Vietnam_War', 'World_War_I', 'Crimean_War', 'Leo_Tolstoy', 'Battle_of_Austerlitz', 'Battle_of_Cannae', 'First_Macedonian_War', 'Ancient_Greece', 'Greek_War_of_Independence', 'Byzantine_Empire', 'Roman_Empire', 'Ancient_Rome', 'Roman_mythology', 'Greek_mythology', 'Trojan_War']"
Dixie_Mission,Protein,True,4,"['Dixie_Mission', 'United_States', 'Wheat', 'Protein']"
Dixie_Mission,The_Simpsons,True,13,"['Dixie_Mission', 'Soviet_Union', 'Vladimir_Lenin', 'Marxism', 'Karl_Marx', 'BBC', 'Television', 'Film', 'Charlie_Chaplin', 'Silent_film', 'Paris', 'Mona_Lisa', 'The_Simpsons']"
Doctor_Who,BBC,True,2,"['Doctor_Who', 'BBC']"
Doctor_Who,Milky_Way,True,3,"['Doctor_Who', 'Star_Trek', 'Milky_Way']"
Doctor_Who,Socialism,True,3,"['Doctor_Who', 'Nazism', 'Socialism']"
Dodo,Film,True,12,"['Dodo', 'Animal', 'Water', 'Ocean', 'Sea', 'Moon', 'Earth', 'Government', 'Police', 'Crime', 'Culture', 'Film']"
Dog,Badminton,False,25,"['Dog', 'Russia', 'Crimean_War', 'Afghanistan', 'Sport', 'Football', 'Cricket', 'India', 'Tennis', 'Real_tennis', 'Australia', 'Netball', 'Basketball', 'Volleyball', 'Olympic_Games', 'Baseball', 'American_football', 'Canadian_football', 'Rugby_football', 'North_America', 'Barbados', 'Canada', 'Ice_hockey', 'Japan', 'Pakistan']"
Dog,Beer,True,6,"['Dog', 'Chocolate', 'Food', 'Water', 'Ethanol', 'Beer']"
Dog,Cat,True,2,"['Dog', 'Cat']"
Dog,Elementary_algebra,True,9,"['Dog', 'English_language', 'Old_English_language', 'England', 'Middle_Ages', 'Aristotle', 'Mathematics', 'Algebra', 'Elementary_algebra']"
Dog,God,True,6,"['Dog', 'Animal', 'Bird', 'Chicken', 'Jesus', 'God']"
Dog,Music,True,7,"['Dog', 'Chocolate', 'Food', 'Computer', 'Television', 'Sound', 'Music']"
Dog,Sea,True,3,"['Dog', 'Arctic', 'Sea']"
Dog,Telephone,True,11,"['Dog', 'Chordate', 'Animal', 'Plant', 'Weed', 'Greenhouse_effect', 'Planet', 'Earth', 'Government', 'Communication', 'Telephone']"
Dog,The_Lord_of_the_Rings,True,16,"['Dog', 'English_language', 'Solomon_Islands', 'Constitutional_monarchy', 'Monarchy', 'Roman_Empire', 'Middle_Ages', 'Richard_III_of_England', 'Archbishop_of_Canterbury', 'House_of_Lords', 'Henry_VIII_of_England', 'Church_of_England', '6th_century', 'King_Arthur', 'Mythology', 'The_Lord_of_the_Rings']"
Dog,Venus,True,6,"['Dog', 'Fossil', 'Amber', 'Aristotle', 'Astronomy', 'Venus']"
Doha,Microsoft,True,5,"['Doha', 'United_Kingdom', 'Computer', 'Microsoft_Windows', 'Microsoft']"
Dolphin,AIDS,True,9,"['Dolphin', 'Autism', 'Crime', 'Government', 'Medicine', 'Health', 'Food', 'Virus', 'AIDS']"
Dolphin,Alfred_Nobel,True,4,"['Dolphin', 'United_Nations', 'Nobel_Peace_Prize', 'Alfred_Nobel']"
Dolphin,Israel,True,4,"['Dolphin', 'Australia', 'Germany', 'Israel']"
Dolphin,Liverpool,True,8,"['Dolphin', 'Brazil', 'Portugal', 'Ukraine', 'Poland', 'Germany', 'England', 'Liverpool']"
Dolphin,Wayne_Rooney,True,23,"['Dolphin', 'American_football', 'Rugby_football', 'England', 'Henry_I_of_England', 'Henry_II_of_England', 'John_of_England', 'Richard_I_of_England', 'Henry_III_of_England', 'Canterbury', 'Henry_IV_of_England', 'Henry_V_of_England', 'Henry_VI_of_England', 'Richard_II_of_England', 'Wales', 'Liverpool', 'Liverpool_F.C.', 'FIFA_World_Cup', 'Diego_Maradona', 'Football_%28soccer%29', 'Manchester', 'Manchester_United_F.C.', 'Wayne_Rooney']"
Domesday_Book,Canadian_House_of_Commons,True,4,"['Domesday_Book', 'Victoria_of_the_United_Kingdom', 'Canada', 'Canadian_House_of_Commons']"
Domesday_Book,Garden,True,6,"['Domesday_Book', 'Scotland', 'Agriculture', 'Flower', 'Gardening', 'Garden']"
Domesday_Book,Himalayas,True,5,"['Domesday_Book', 'Arable_land', 'Rainforest', 'Asia', 'Himalayas']"
Domesticated_turkey,Titanium,False,25,"['Domesticated_turkey', 'Onion', 'Eye', 'Color', 'Light', 'Atom', 'Tin', 'Steel', 'Metal', 'Aluminium', 'Silver', 'Mineral', 'Quartz', 'Silicon', 'Neutron', 'Polonium', 'Uranium', 'Plutonium', 'Gallium', 'Arsenic', 'Cobalt', 'Iron', 'Copper', 'Zinc', 'Cadmium']"
Dominican_Republic,Herbert_Hoover,True,6,"['Dominican_Republic', '20th_century', 'Soviet_Union', 'Mikhail_Gorbachev', 'Ronald_Reagan', 'Herbert_Hoover']"
Donald_Duck,Acid_rain,True,6,"['Donald_Duck', 'United_Kingdom', 'Hydrogen', 'Hydrochloric_acid', 'Sulfuric_acid', 'Acid_rain']"
Doom,Ancient_Rome,True,3,"['Doom', 'Star_Wars', 'Ancient_Rome']"
Doom,Columbia_River,True,7,"['Doom', 'United_States', 'Missouri_River', 'Mississippi_River', 'Congo_River', 'River', 'Columbia_River']"
Dorset,Aluminium_chloride,True,8,"['Dorset', 'Arable_land', 'Sodium', 'Calcium_chloride', 'Chlorine', 'Sodium_hydroxide', 'Aluminium', 'Aluminium_chloride']"
Dorset,Humpback_Whale,True,4,"['Dorset', 'Atlantic_Ocean', 'Whale', 'Humpback_Whale']"
Double-decker_bus,Henry_VI_of_England,True,6,"['Double-decker_bus', 'United_Kingdom', 'Henry_VIII_of_England', 'Henry_IV_of_England', 'Henry_V_of_England', 'Henry_VI_of_England']"
Double-decker_bus,Prostate_cancer,True,9,"['Double-decker_bus', 'United_States', 'Nuclear_weapon', 'Nuclear_fission', 'Nuclear_power', 'Plutonium', 'Lung_cancer', 'Cancer', 'Prostate_cancer']"
Douglas_Adams,Aristotle,True,5,"['Douglas_Adams', 'Google', 'Moon', 'Philosophy', 'Aristotle']"
Dove,Dmitri_Mendeleev,False,25,"['Dove', 'Scientific_classification', 'Gregor_Mendel', 'Abbot', '7th_century', 'Heraclius', 'Latin', '9th_century', 'Alfred_the_Great', 'Augustine_of_Hippo', 'Aristotle', 'Alexander_the_Great', 'Ancient_Rome', 'Roman_villa', 'Roman_Empire', 'Constantine_I', 'Dante_Alighieri', 'Thomas_Aquinas', 'Paul_of_Tarsus', 'Martin_Luther', 'Adolf_Hitler', 'Erwin_Rommel', 'Richard_O%27Connor', 'Rhine', 'Richard_Wagner']"
Dove,Hawk-Eye,False,25,"['Dove', 'Bird', 'Hawk', 'Eagle', 'Vulture', 'Animal', 'Spider', 'Wasp', 'Insect', 'Beetle', 'Potato', 'Europe', 'Owl', 'Falcon', 'Peregrine_Falcon', 'Crow', 'Raven', 'Canada', 'Arctic', 'Wolverine', 'United_States', 'Bald_Eagle', 'Bird_of_prey', 'Chordate', 'Scientific_classification']"
Dove,Portuguese_language,True,3,"['Dove', 'Dodo', 'Portuguese_language']"
Dover,Nintendo_Entertainment_System,True,6,"['Dover', 'Roman_Empire', 'United_States', 'Computer', 'Computer_and_video_games', 'Nintendo_Entertainment_System']"
Down_syndrome,Boeing_747,True,4,"['Down_syndrome', 'World_War_II', 'Aircraft', 'Boeing_747']"
Down_syndrome,Fossil,True,7,"['Down_syndrome', 'World_War_II', 'Tank', 'Forest', 'Biosphere', 'Evolution', 'Fossil']"
Down_syndrome,Palm_oil,True,17,"['Down_syndrome', 'World_War_II', 'Philippines', 'Petroleum', 'North_Sea_oil', 'Oil_reservoir', 'Gulf_of_Mexico', 'Caribbean_Sea', 'Dominican_Republic', 'Dominica', 'Coconut_oil', 'Coconut', 'Manila', 'Brunei', 'Rice', 'Fatty_acid', 'Palm_oil']"
Dr._Seuss,Bristol,True,9,"['Dr._Seuss', 'India', 'Kolkata', 'Mumbai', 'London', 'City', 'Wales', 'Cardiff', 'Bristol']"
Dresden,Ichthyosaur,True,6,"['Dresden', 'United_States', 'Sequoia', 'Fern', 'Cretaceous', 'Ichthyosaur']"
Dresden,Trojan_War,True,18,"['Dresden', 'Napoleonic_Wars', 'War', 'Vietnam_War', 'World_War_I', 'Crimean_War', 'Leo_Tolstoy', 'Battle_of_Austerlitz', 'Battle_of_Cannae', 'First_Macedonian_War', 'Ancient_Greece', 'Greek_War_of_Independence', 'Byzantine_Empire', 'Roman_Empire', 'Ancient_Rome', 'Roman_mythology', 'Greek_mythology', 'Trojan_War']"
Driving_on_the_left_or_right,Vegetable,True,4,"['Driving_on_the_left_or_right', 'Kuwait', 'Agriculture', 'Vegetable']"
Drum_and_bass,Abstract_art,True,6,"['Drum_and_bass', 'Hip_hop_music', 'English_language', 'Poetry', 'Art', 'Abstract_art']"
Drum_and_bass,Soil,True,4,"['Drum_and_bass', 'United_States', 'Agriculture', 'Soil']"
Drum_and_bass,Space_Invaders,False,25,"['Drum_and_bass', 'Miles_Davis', 'World_War_II', 'Battle_of_the_Bulge', 'Battle_of_Normandy', 'Invasion', 'Trench_warfare', 'Battle_of_Alesia', 'Roman_Empire', 'Byzantine_Empire', 'Second_Crusade', 'First_Crusade', 'Crusades', 'Trojan_War', 'Apollo', 'Saturn_V', 'Space_Race', 'Space_exploration', 'Space_station', 'International_Space_Station', 'European_Space_Agency', 'Mars', 'Mars_Reconnaissance_Orbiter', 'Phoenix_%28spacecraft%29', 'Exploration_of_Mars']"
Dubai,Volleyball,True,6,"['Dubai', 'Pearl', 'Japan', 'Sumo', 'Olympic_Games', 'Volleyball']"
Dubai,World_War_II,True,3,"['Dubai', 'United_Kingdom', 'World_War_II']"
Dundee,Battle_of_Hastings,True,14,"['Dundee', 'World_War_II', 'Battle_of_Britain', 'Battle_of_Normandy', 'Battle_of_the_Bulge', 'Battle_of_Gettysburg', 'Gettysburg_Address', 'American_Revolutionary_War', 'War_of_the_Spanish_Succession', 'William_III_of_England', 'Charles_II_of_England', 'Edward_III_of_England', 'Norman_conquest_of_England', 'Battle_of_Hastings']"
Dundee,Emperor_Penguin,False,25,"['Dundee', 'Ice_hockey', 'United_Kingdom', 'Francis_Crick', 'Charles_Darwin', 'Cocos_%28Keeling%29_Islands', 'Nazi_Germany', 'Holy_Roman_Empire', 'Charles_V%2C_Holy_Roman_Emperor', 'Ottoman_Empire', 'Roman_Empire', 'Romulus_Augustus', 'Byzantine_Empire', 'Sun_Tzu', 'Mao_Zedong', 'Sun_Yat-sen', 'Republic_of_China', 'Hong_Kong', 'Vatican_City', 'Pope_Benedict_XVI', 'Pope', 'Roman_Catholic_Church', 'Dante_Alighieri', 'France', 'Pacific_Ocean']"
Dundee,Theodore_Roosevelt,True,4,"['Dundee', 'United_States', 'President_of_the_United_States', 'Theodore_Roosevelt']"
Dundee_United_F.C.,Damascus_steel,True,4,"['Dundee_United_F.C.', 'United_Kingdom', 'Steel', 'Damascus_steel']"
Dunnock,Mary_I_of_Scotland,False,25,"['Dunnock', 'Europe', 'Scotland', 'Scottish_Highlands', 'Loch_Ness', 'Scottish_Gaelic_language', 'Glasgow', 'Edinburgh', 'Scottish_Episcopal_Church', 'Anne_of_Great_Britain', 'Mary_II_of_England', 'Mary_I_of_England', 'James_I_of_England', 'Elizabeth_I_of_England', 'Church_of_England', 'Church_of_Ireland', 'Edward_VI_of_England', 'Henry_IV_of_England', 'Richard_II_of_England', 'Edward_I_of_England', 'Richard_I_of_England', 'John_of_England', 'William_I_of_England', 'Malcolm_III_of_Scotland', 'Macbeth_of_Scotland']"
Duran_Duran,Einsteinium,False,25,"['Duran_Duran', 'United_States', 'Steel', 'Tungsten', 'Rhenium', 'Neutron', 'Atom', 'Promethium', 'Uranium', 'Arsenic', 'Germanium', 'Gallium', 'Indium', 'Thorium', 'Plutonium', 'Americium', 'Electron', 'Chemistry', 'Hydrogen', 'Chemical_element', 'Lutetium', 'Lanthanum', 'Barium', 'Strontium', 'Rubidium']"
Duran_Duran,Full_moon,True,4,"['Duran_Duran', 'United_States', 'Moon', 'Full_moon']"
Durham,Cultural_diversity,True,12,"['Durham', 'World_Heritage_Site', 'Latin_America', 'Civilization', 'Culture', 'Multiculturalism', 'Cultural_identity', 'Nationality', 'Ethnic_group', 'Nationalism', 'Globalization', 'Cultural_diversity']"
Dutch_language,Computer_science,True,5,"['Dutch_language', 'English_language', 'University', 'Library', 'Computer_science']"
Dutch_language,Doctor_Who,True,23,"['Dutch_language', 'United_States', 'Medicine', 'Hippocrates', 'Anatomy', 'Science', 'History_of_science', 'Dmitri_Mendeleev', 'Black_Sea', 'Abkhazia', 'United_Nations', 'John_Howard', 'United_Kingdom', 'John_Milton', 'Galileo_Galilei', 'Stephen_Hawking', 'Albert_Einstein', 'Richard_Feynman', 'Robert_Oppenheimer', 'Cornell_University', 'Carl_Sagan', 'Star_Trek', 'Doctor_Who']"
Dwight_D._Eisenhower,Neptunium,True,4,"['Dwight_D._Eisenhower', 'Nuclear_weapon', 'Uranium', 'Neptunium']"
Dwight_D._Eisenhower,Parrot,True,12,"['Dwight_D._Eisenhower', 'United_States', 'Guinea', 'Guinea-Bissau', 'Christianity', 'Pope', 'Portugal', 'Africa', 'Crocodile', 'Animal', 'Bird', 'Parrot']"
Dysprosium,Nintendo,True,6,"['Dysprosium', 'Color', 'Fish', 'Dolphin', 'Japan', 'Nintendo']"
EMD_F7,Penguin,True,5,"['EMD_F7', 'Canada', 'Arctic', 'Antarctica', 'Penguin']"
Eagle,Chromium,True,4,"['Eagle', 'United_States', 'Steel', 'Chromium']"
Earl_of_Shaftesbury,Potassium,True,8,"['Earl_of_Shaftesbury', 'British_Isles', 'Jersey', 'Potato', 'Rice', 'Korea', 'Protein', 'Potassium']"
Earless_seal,Citrus,True,5,"['Earless_seal', 'Animal', 'Plant', 'Fruit', 'Citrus']"
Earth,Croatia,True,4,"['Earth', 'Australia', 'Italy', 'Croatia']"
Earth,Odysseus,True,4,"['Earth', 'Norse_mythology', 'Greek_mythology', 'Odysseus']"
Earthquake,Dove,True,9,"['Earthquake', 'United_Kingdom', 'Plymouth', 'Francis_Drake', 'Latin', 'United_States', 'Bald_Eagle', 'Bird', 'Dove']"
Earthquake,Gmail,False,25,"['Earthquake', 'United_Kingdom', 'HSBC', 'France', 'Internet', 'Cloud', 'Earth', 'United_States', 'Nigeria', 'Lagos', 'Europe', 'Germany', 'English_language', 'World_War_II', 'India', 'Japan', 'China', 'Africa', 'Latin', 'Italy', 'Spain', 'Emirate', 'Arabic_language', 'Arab_League', 'Egypt']"
Earthquake,Google,True,14,"['Earthquake', 'Africa', 'Botswana', 'Mining', 'Petroleum', 'Russia', 'Lithuania', 'Europe', 'Moscow', 'Industry', 'Technology', 'Science', 'World_Wide_Web', 'Google']"
East_Africa,Sunlight,True,4,"['East_Africa', 'Milk', 'Ultraviolet', 'Sunlight']"
East_Flemish,Japan,True,3,"['East_Flemish', 'France', 'Japan']"
Eastern_Orthodox_Church,Argon,True,25,"['Eastern_Orthodox_Church', 'Rome', 'Ancient_Rome', 'Macedon', 'Ancient_Greece', 'Herodotus', 'Athens', 'Plato', 'Achilles', 'Agamemnon', 'Greek_mythology', 'Trojan_War', 'Odyssey', 'Epic_of_Gilgamesh', 'Assyria', 'Akhenaten', 'Ancient_Egypt', 'Odysseus', 'Dante_Alighieri', 'Dark_Ages', 'Archaeology', 'Aircraft', 'Wind', 'Earth', 'Argon']"
Economy_of_Pakistan,Gas_giant,False,25,"['Economy_of_Pakistan', 'Natural_gas', 'Gas', 'Dutch_language', 'United_States', 'Kingman_Reef', 'Pacific_Ocean', 'Igneous_rock', 'Carbon_dioxide', 'Fossil_fuel', 'Global_warming', 'Nuclear_power', 'Nuclear_weapon', 'Tsar_Bomba', 'Arctic_Circle', 'Earth', 'Red_giant', 'Red_dwarf', 'Big_Bang', 'Milky_Way', 'Andromeda_Galaxy', 'Star_Wars', 'Star_Trek', 'Star_Trek__Deep_Space_Nine', 'Board_game']"
Economy_of_Pakistan,Lipid,True,4,"['Economy_of_Pakistan', 'Petroleum', 'Biodiesel', 'Lipid']"
Economy_of_the_Iroquois,Helium,True,8,"['Economy_of_the_Iroquois', 'United_States', 'Coal', 'Nitrogen', 'Gas', 'Plasma_%28physics%29', 'Atom', 'Helium']"
Edema,Proton,True,4,"['Edema', 'Gravitation', 'Universe', 'Proton']"
Edgar_Allan_Poe,Asia,True,3,"['Edgar_Allan_Poe', 'Russia', 'Asia']"
Edgar_Allan_Poe,Sony,True,3,"['Edgar_Allan_Poe', 'DVD', 'Sony']"
Edgar_Allan_Poe,Zebra,True,9,"['Edgar_Allan_Poe', 'Nintendo', 'Mario', 'Rabbit', 'Animal', 'Fish', 'Dolphin', 'Mammal', 'Zebra']"
Education,Mars,True,4,"['Education', 'United_States', 'Moon', 'Mars']"
Education_in_the_United_States,Colombo,True,6,"['Education_in_the_United_States', 'City', 'Patna', 'India', 'Sri_Lanka', 'Colombo']"
Edward_Gibbon,Windows_Vista,True,12,"['Edward_Gibbon', 'Roman_Empire', 'Persian_Empire', '13th_century', 'Mongol_Empire', 'Ming_Dynasty', 'India', 'Mango', 'United_States', 'Computer', 'Microsoft_Windows', 'Windows_Vista']"
Edward_IV_of_England,Vancouver,True,7,"['Edward_IV_of_England', 'London', 'City', 'Toronto', 'Montreal', 'Canada', 'Vancouver']"
Edward_Jenner,Neptunium,False,25,"['Edward_Jenner', 'England', 'Ptolemy', 'Latin', '9th_century', 'Japan', 'Buddha', 'Gautama_Buddha', 'Sanskrit', 'Europe', 'France', 'Antarctica', 'Precambrian', 'Animal', 'Plant', 'Nitrogen', 'Potassium_nitrate', 'Ammonia', 'Ytterbium', 'Nobelium', 'Fermium', 'Proton', 'Atom', 'Ununhexium', 'Ununquadium']"
Edward_Teller,Community,False,25,"['Edward_Teller', 'Communism', 'Politics', 'Society', 'Tribe', 'Ethnic_group', 'Religion', 'Culture', 'Civilization', 'City', 'Business', 'Cooperative', 'Democracy', 'Fascism', 'Christianity', 'Islam', 'Poverty', 'Infrastructure', 'Bridge', 'Zimbabwe', 'Election', 'Organization', 'Sociology', 'Family', 'Capitalism']"
Edward_Teller,Soil_science,True,5,"['Edward_Teller', 'United_States', 'Agriculture', 'Soil', 'Soil_science']"
Edward_VII_of_the_United_Kingdom,Muhammad,True,6,"['Edward_VII_of_the_United_Kingdom', 'Pope', 'Charlemagne', 'Christianity', 'Islam', 'Muhammad']"
Edward_V_of_England,Zebra,True,11,"['Edward_V_of_England', 'Wales', 'Rugby_World_Cup', 'Rugby_football', 'Football', 'Pig', 'Animal', 'Fish', 'Dolphin', 'Mammal', 'Zebra']"
Effect_of_Hurricane_Katrina_on_New_Orleans,Euro,True,3,"['Effect_of_Hurricane_Katrina_on_New_Orleans', 'France', 'Euro']"
Effect_of_Hurricane_Katrina_on_New_Orleans,Jupiter,True,15,"['Effect_of_Hurricane_Katrina_on_New_Orleans', 'France', 'Marseille', 'Paris', 'Greece', 'Monaco', 'Ancient_Greece', 'Athens', 'Beach', 'Dune', 'Desert', 'Sunflower', 'Apollo', 'Pluto', 'Jupiter']"
Effects_of_global_warming,Piano,True,11,"['Effects_of_global_warming', 'Crystal', 'Diamond', 'Clay', 'Estonia', 'Latvia', 'Slovakia', 'Great_Moravia', 'Austria', 'Wolfgang_Amadeus_Mozart', 'Piano']"
Effects_of_nuclear_explosions,Agamemnon,False,25,"['Effects_of_nuclear_explosions', 'World_War_II', 'Nazism', 'United_States', 'Medicine', 'France', 'United_Kingdom', 'John_Milton', 'Frankenstein', 'English_language', 'Isle_of_Man', 'Potato', 'Plant', 'Cretaceous', 'Ammonite', 'Jurassic', 'Ichthyosaur', 'Dinosaur', 'Deinonychus', 'Theropoda', 'Giganotosaurus', 'Saurischia', 'Sauropodomorpha', 'Ornithischia', 'Ankylosaurus']"
Egypt,Christianity,True,2,"['Egypt', 'Christianity']"
Egypt,Goa,True,4,"['Egypt', 'Asia', 'India', 'Goa']"
Egypt,Wolfgang_Amadeus_Mozart,True,14,"['Egypt', 'Egyptian_pyramids', 'Ancient_Egypt', 'Rosetta_Stone', 'Napoleon_I_of_France', 'Arthur_Wellesley%2C_1st_Duke_of_Wellington', 'Robert_Peel', 'William_Ewart_Gladstone', 'Benjamin_Disraeli%2C_1st_Earl_of_Beaconsfield', 'Mediterranean_Sea', 'French_language', 'German_language', 'Austria', 'Wolfgang_Amadeus_Mozart']"
Egyptian_pyramids,Library,True,3,"['Egyptian_pyramids', 'Archaeology', 'Library']"
Egyptian_pyramids,Libreville,False,25,"['Egyptian_pyramids', 'Cairo', 'City', 'Chicago', 'New_York_City', 'Johannesburg', 'Cape_Town', 'Crime', 'United_States', 'Philadelphia', 'Bristol', 'Paris', 'Rome', 'Tokyo', 'Moscow', 'Saint_Petersburg', 'Shanghai', 'Montreal', 'Ottawa', 'Toronto', 'Wall_Street', 'California', 'Los_Angeles%2C_California', 'Lusaka', 'Zambia']"
Egyptian_pyramids,Mechanical_work,True,5,"['Egyptian_pyramids', 'Ancient_Egypt', 'Engineering', 'Physics', 'Mechanical_work']"
Egyptian_pyramids,Milk,True,19,"['Egyptian_pyramids', 'Ancient_Egypt', 'Cereal', 'Fruit', 'Food', 'Water', 'Ice', 'Energy', 'Heat', 'Matter', 'Iron', 'Gold', 'Money', 'Barley', 'Sugar', 'Chocolate', 'Coffee', 'Tea', 'Milk']"
Egyptian_pyramids,Panama_Canal,True,5,"['Egyptian_pyramids', 'Ancient_Egypt', 'Suez_Canal', 'Canal', 'Panama_Canal']"
Egyptian_pyramids,William_IV_of_the_United_Kingdom,True,8,"['Egyptian_pyramids', 'Ancient_Egypt', 'Alexander_the_Great', 'London', 'William_II_of_England', 'William_I_of_England', 'Elizabeth_II_of_the_United_Kingdom', 'William_IV_of_the_United_Kingdom']"
El_Salvador,Andrew_Jackson,True,7,"['El_Salvador', 'United_States', 'Abraham_Lincoln', 'Andrew_Johnson', 'President_of_the_United_States', 'James_Buchanan', 'Andrew_Jackson']"
Electric_charge,American_football,True,4,"['Electric_charge', '18th_century', 'United_States', 'American_football']"
Electric_charge,Arnold_Schwarzenegger,True,8,"['Electric_charge', 'Benjamin_Franklin', 'George_Washington', 'Alexander_Hamilton', 'Ronald_Reagan', 'Gerald_Ford', 'George_W._Bush', 'Arnold_Schwarzenegger']"
Electric_field,Seed,True,6,"['Electric_field', 'Volt', 'Energy', 'Food', 'Cereal', 'Seed']"
Electrical_engineering,China,True,3,"['Electrical_engineering', 'Japan', 'China']"
Electrical_engineering,Eyelid,True,9,"['Electrical_engineering', 'Computer', 'Toy', 'Child', 'Language', 'Human', 'Brain', 'Eye', 'Eyelid']"
Electrical_engineering,Prague,True,4,"['Electrical_engineering', 'Ireland', 'Czech_Republic', 'Prague']"
