source,target,reached,length,visited\
Epic_of_Gilgamesh,Fungus,FALSE,20,"['Epic_of_Gilgamesh', 'Bible', 'Latin', 'United_States', 'List_of_countries_by_system_of_government', 'France', 'Spain', 'Europe', 'Germany', 'English_language', 'United_Kingdom', 'United_States_dollar', 'Petroleum', 'Russia', 'Japan', 'World_War_II', 'China', 'Christianity', 'Islam']\"
Special_relativity,Panama,TRUE,5,"['Special_relativity', 'Gravitation', 'India', 'South_America', 'Panama']\"
Great_Pyramid_of_Giza,Suleiman_the_Magnificent,FALSE,20,"['Great_Pyramid_of_Giza', 'Egypt', 'Currency', 'Euro', 'United_States', 'India', 'United_Kingdom', 'Canada', 'France', 'Australia', 'World_War_II', 'Germany', 'Internet', 'Copper', 'Electron', 'Electricity', 'Electromagnetic_radiation', 'Hydrogen', 'Phase_%28matter%29']\"
BASIC,Paris,TRUE,5,"['BASIC', 'Computer', 'Great_Britain', 'France', 'Paris']\"
Coffee,Wood,TRUE,12,"['Coffee', 'India', 'List_of_countries_by_system_of_government', 'United_States', 'Steel', 'Metal', 'Currency', '19th_century', 'Europe', 'Forest', 'Tree', 'Wood']\"
J._R._R._Tolkien,Polymerase_chain_reaction,FALSE,20,"['J._R._R._Tolkien', 'United_States', 'France', 'United_Kingdom', 'Europe', 'Germany', 'World_War_II', 'India', 'Japan', 'China', 'Africa', 'Latin', 'Italy', 'Time_zone', 'Russia', 'Canada', 'Currency', '19th_century', 'England']\"
Great_Spotted_Woodpecker,ITunes,FALSE,20,"['Great_Spotted_Woodpecker', 'Europe', 'World_War_II', 'People%27s_Republic_of_China', 'List_of_countries_by_system_of_government', 'United_States', 'Hip_hop_music', 'Germany', 'French_language', 'United_Kingdom', 'Football_%28soccer%29', 'Japan', 'Indonesia', 'Petroleum', 'Natural_gas', 'Earth%27s_atmosphere', 'Bacteria', 'Photosynthesis', 'Electron']\"
Coffee,Berlin,TRUE,4,"['Coffee', 'Italy', 'Germany', 'Berlin']\"
Baroque,Nile,TRUE,4,"['Baroque', 'Europe', 'Africa', 'Nile']\"
Basil,Mass_media,TRUE,11,"['Basil', 'Hinduism', 'United_States', 'United_Kingdom', 'English_language', 'World_War_II', 'Europe', 'France', 'Germany', 'Russia', 'Mass_media']\"
Metamorphic_rock,Jazz,TRUE,4,"['Metamorphic_rock', 'Latin', 'United_States', 'Jazz']\"
Coffee,Aircraft_carrier,TRUE,8,"['Coffee', 'Water', 'United_States', 'Sweden', 'Judaism', 'United_Kingdom', 'Royal_Navy', 'Aircraft_carrier']\"
Baroque,Tyrannosaurus,FALSE,20,"['Baroque', 'French_language', 'United_States', 'List_of_countries_by_system_of_government', 'United_Kingdom', 'London', 'Paris', 'Jew', 'German_language', 'English_language', 'World_War_II', 'Europe', 'Arabic_language', 'Hebrew_language', 'Judaism', 'Russia', 'Japan', 'Capital', 'Latin']\"
Coffee,DNA_repair,FALSE,20,"['Coffee', 'India', 'France', 'Germany', 'England', 'Italy', 'Japan', 'China', 'Portugal', 'Currency', '19th_century', 'Australia', 'List_of_countries_by_system_of_government', 'Netherlands', '20th_century', 'Asia', 'People%27s_Republic_of_China', 'United_States', 'Sweden']\"
Portuguese_language,Universe,TRUE,8,"['Portuguese_language', 'United_States', 'France', 'Arabic_language', 'English_language', 'United_Kingdom', 'Earth', 'Universe']\"
J._R._R._Tolkien,Montreal_Metro,FALSE,20,"['J._R._R._Tolkien', 'United_States', 'List_of_countries_by_system_of_government', 'France', 'Islam', 'Arabic_language', 'Latin', 'Europe', 'United_Kingdom', 'Electron', 'Neutron', 'Physics', 'Mathematics', 'Aristotle', 'Biology', 'Animal', 'Scientific_classification', 'Mammal', 'Bird']\"
Irish_people,Glasses,FALSE,20,"['Irish_people', 'United_States', 'List_of_countries_by_system_of_government', 'France', 'Roman_Catholic_Church', 'Hebrew_language', 'Arabic_language', 'English_language', 'England', 'Europe', 'United_Kingdom', 'Germany', 'Natural_gas', 'Glass', '20th_century', 'Russia', 'Japan', 'Hong_Kong', 'Christianity']\"
Coffee,Indian_independence_movement,TRUE,3,"['Coffee', 'India', 'Indian_independence_movement']\"
Euphrates,Central_processing_unit,FALSE,20,"['Euphrates', 'Islam', 'France', 'Germany', 'Europe', 'England', 'Italy', 'India', 'Japan', 'Russia', 'Canada', 'Christianity', 'Spain', 'Australia', 'World_War_I', 'Africa', 'Egypt', 'Asia', 'Portugal']\"
Space_Shuttle_Endeavour,Jordan,TRUE,6,"['Space_Shuttle_Endeavour', 'United_States', 'Basketball', 'Michael_Jordan', 'September_11%2C_2001_attacks', 'Jordan']\"
Golden_Gate_Highlands_National_Park,Bassoon,FALSE,20,"['Golden_Gate_Highlands_National_Park', 'Climate', 'Climate_change', 'Europe', 'England', 'Spain', 'List_of_countries_by_system_of_government', 'People%27s_Republic_of_China', 'United_States', 'Agriculture', 'France', 'European_Union', 'Poland', 'Ukraine', 'Judaism', 'United_Kingdom', 'Pakistan', 'Brazil', 'Spanish_language']\"
Great_Wall_of_China,Stonehenge,TRUE,17,"['Great_Wall_of_China', 'China', 'United_States', 'Time_zone', 'France', 'List_of_countries_by_system_of_government', 'United_Kingdom', 'Europe', 'Germany', 'English_language', 'Latin', 'Italy', 'Spain', 'Currency', '19th_century', 'England', 'Stonehenge']\"
Jesus,Malaria,FALSE,20,"['Jesus', 'Europe', 'London', 'New_York_City', 'California', 'United_States', 'Denmark', 'Euro', 'France', 'Australia', 'New_Zealand', 'Germany', 'Great_Britain', 'England', '19th_century', '20th_century', '18th_century', 'Industrial_Revolution', 'Copper']\"
Singapore,Ancient_Rome,TRUE,4,"['Singapore', 'Europe', 'Rome', 'Ancient_Rome']\"
Venus,Germany,TRUE,3,"['Venus', 'Australia', 'Germany']\"
Invasion,Australian_English,TRUE,6,"['Invasion', 'United_States', 'American_English', 'British_English', 'English_language', 'Australian_English']\"
Flag_of_Australia,Federal_Bureau_of_Investigation,TRUE,15,"['Flag_of_Australia', 'Australia', 'Germany', 'Europe', 'England', 'Italy', 'Japan', 'Currency', 'Euro', 'Spain', 'Africa', 'Christianity', 'Islam', 'United_States', 'Federal_Bureau_of_Investigation']\"
Communication,Eritrea,TRUE,6,"['Communication', 'Electromagnetic_radiation', 'Magnetism', 'Iron', 'Egypt', 'Eritrea']\"
Planetary_habitability,Internet_Explorer,FALSE,20,"['Planetary_habitability', 'Philosophy', 'World_War_II', 'France', 'Germany', 'Japan', 'China', 'Africa', 'United_Nations', 'Italy', 'Currency', 'Gold', 'Russia', 'Canada', 'List_of_countries_by_system_of_government', 'Australia', 'World_War_I', 'Soviet_Union', 'Egypt']\"
Almond,French_language,TRUE,3,"['Almond', 'United_States', 'French_language']\"
Edward_VII_of_the_United_Kingdom,Muhammad,TRUE,6,"['Edward_VII_of_the_United_Kingdom', 'French_language', 'North_America', 'United_States', 'Islam', 'Muhammad']\"
Book,Chemistry,TRUE,7,"['Book', 'Roman_Empire', 'List_of_countries_by_system_of_government', 'United_States', 'Petroleum', 'Hydrogen', 'Chemistry']\"
James_Lovelock,Hawk-Eye,FALSE,20,"['James_Lovelock', 'Hydrogen', 'Phase_%28matter%29', 'Plasma_%28physics%29', 'Earth%27s_atmosphere', 'United_States', 'List_of_countries_by_system_of_government', 'Portugal', 'People%27s_Republic_of_China', 'Portuguese_language', 'Arabic_language', 'Middle_Ages', 'France', 'Spanish_language', 'Germany', 'United_Kingdom', 'Petroleum', 'World_War_II', 'Philippines']\"
Mars_Reconnaissance_Orbiter,Computer_science,TRUE,10,"['Mars_Reconnaissance_Orbiter', 'Weather', 'Japan', 'United_States', 'Computer', 'Computer_programming', 'Programming_language', '19th_century', 'Science', 'Computer_science']\"
Spacecraft_propulsion,Blacktip_reef_shark,TRUE,10,"['Spacecraft_propulsion', 'Earth', 'United_States', 'Kingman_Reef', 'Pacific_Ocean', 'Great_Barrier_Reef', 'Humpback_Whale', 'Sperm_Whale', 'Shark', 'Blacktip_reef_shark']\"
Benito_Mussolini,Delhi,TRUE,4,"['Benito_Mussolini', 'World_War_I', 'India', 'Delhi']\"
Euclidean_geometry,Uranus,FALSE,20,"['Euclidean_geometry', '19th_century', 'United_States', 'Time_zone', 'France', 'List_of_countries_by_system_of_government', 'United_Kingdom', 'French_language', 'German_language', 'Spanish_language', 'Arabic_language', 'Portuguese_language', 'India', 'Europe', 'Russia', 'Canada', 'Latin', 'Italy', 'Australia']\"
Edward_Teller,Community,FALSE,20,"['Edward_Teller', 'United_States', 'List_of_countries_by_system_of_government', 'United_Kingdom', 'Europe', 'Arabic_language', 'English_language', 'Japan', 'Christianity', 'Islam', 'France', 'Germany', 'Family', 'Society', 'Tribe', 'India', 'Africa', 'Latin', 'Italy']\"
Marshall_Islands,Brain,FALSE,20,"['Marshall_Islands', 'List_of_countries_by_system_of_government', 'United_States', 'Europe', 'France', 'Germany', 'English_language', 'Latin', 'Byzantine_Empire', 'Russia', 'Japan', 'China', 'United_Kingdom', 'India', 'Currency', 'Euro', 'Italy', 'Spain', 'Africa']\"
Edward_Jenner,Neptunium,FALSE,20,"['Edward_Jenner', 'England', 'Time_zone', 'Canada', 'List_of_countries_by_system_of_government', 'Scotland', 'London', 'Christianity', 'Philippines', 'Arabic_language', 'Latin', 'French_language', 'United_States', 'California', 'English_language', 'Ireland', 'Wales', 'United_Kingdom', 'United_Nations']\"
Spacecraft_propulsion,William_Gilbert,FALSE,20,"['Spacecraft_propulsion', 'Earth', 'United_States', 'Germany', 'David_Hilbert', 'John_von_Neumann', 'Switzerland', 'Japan', 'Russia', 'Time_zone', 'India', 'List_of_countries_by_system_of_government', 'Scotland', 'William_and_Mary', 'William_III_of_England', 'William_the_Silent', 'France', 'Paris', 'Brazil']\"
Hello_Garci_scandal,Lung_cancer,FALSE,20,"['Hello_Garci_scandal', 'Philippines', 'Currency', 'Euro', 'United_States', 'List_of_countries_by_system_of_government', 'Scotland', 'United_Kingdom', 'Electron', 'Electricity', 'Magnetism', 'Iron', 'Hydrogen', 'Phase_%28matter%29', 'Plasma_%28physics%29', 'Gravitation', 'India', 'France', 'Arabic_language']\"
Sugar,Iron_Age,TRUE,8,"['Sugar', 'United_States', 'List_of_countries_by_system_of_government', 'United_Kingdom', 'Iron_Maiden', 'Japan', 'Iron', 'Iron_Age']\"
Pound_sterling,Buddha,TRUE,4,"['Pound_sterling', 'European_Union', 'Buddhism', 'Buddha']\"
Heat,Italy,TRUE,3,"['Heat', 'Latin', 'Italy']\"
Sikhism,Boeing_747,TRUE,8,"['Sikhism', 'United_States', 'Space_Shuttle_Columbia', 'India', 'United_Kingdom', 'Airbus', 'Aircraft', 'Boeing_747']\"
Flag_of_Hong_Kong,George_W._Bush,TRUE,4,"['Flag_of_Hong_Kong', 'United_Kingdom', 'Tony_Blair', 'George_W._Bush']\"
Buckingham_Palace,Uganda,TRUE,4,"['Buckingham_Palace', 'France', 'Kenya', 'Uganda']\"
Sugar,Coin,TRUE,4,"['Sugar', 'United_States', 'Currency', 'Coin']\"
Oxygen,New_moon,TRUE,7,"['Oxygen', 'Plant', 'Animal', 'Latin', 'United_States', 'Moon', 'New_moon']\"
Apollo_8,Buckingham_Palace,TRUE,4,"['Apollo_8', 'Paris', 'London', 'Buckingham_Palace']\"
Malaria,Geology,TRUE,7,"['Malaria', 'United_States', 'Volcano', 'Continental_crust', 'Granite', 'Crust_%28geology%29', 'Geology']\"
Cocoa,Snow,TRUE,9,"['Cocoa', 'United_States', 'List_of_countries_by_system_of_government', 'People%27s_Republic_of_China', 'Russia', 'Arctic', 'Canada', 'Skiing', 'Snow']\"
Planetary_nebula,Bridge,TRUE,7,"['Planetary_nebula', 'Earth%27s_atmosphere', 'United_States', 'Time_zone', 'France', 'River', 'Bridge']\"
Konrad_Lorenz,Bill_Clinton,TRUE,6,"['Konrad_Lorenz', 'Austria', 'Time_zone', 'Japan', 'George_W._Bush', 'Bill_Clinton']\"
Magnetism,La_Paz,TRUE,11,"['Magnetism', 'Electron', 'Neutron', 'Latin', 'United_States', 'Los_Angeles%2C_California', 'El_Salvador', 'Costa_Rica', 'Nicaragua', 'Bolivia', 'La_Paz']\"
Magnetism,Whale,TRUE,7,"['Magnetism', 'Maxwell%27s_equations', 'Electric_field', 'Physics', 'Phase_%28matter%29', 'Water', 'Whale']\"
Pottery,Malaria,FALSE,20,"['Pottery', 'Great_Britain', 'Europe', 'London', 'New_York_City', 'California', 'United_States', 'Denmark', 'Euro', 'France', 'Australia', 'New_Zealand', 'Germany', 'Natural_gas', 'Africa', 'Latin', 'Roman_Catholic_Church', 'Industrial_Revolution', 'Copper']\"
Magnetism,Achilles,TRUE,12,"['Magnetism', 'Aluminium', 'Earth%27s_atmosphere', 'United_States', 'Time_zone', 'France', 'List_of_countries_by_system_of_government', 'Constitutional_monarchy', 'United_Kingdom', 'Europe', 'Homer', 'Achilles']\"
Blue_Whale,Absolute_zero,FALSE,20,"['Blue_Whale', 'United_States', 'List_of_countries_by_system_of_government', 'Philippines', 'Roman_Catholic_Church', 'Asia', 'Capital', 'Government', 'Law', 'France', 'California', 'Agriculture', 'Germany', 'Internet', 'Copper', 'Aluminium', 'Hydrogen', 'Biology', 'Climate']\"
Gull,Vegetable,TRUE,9,"['Gull', 'Carnivore', 'Meat', 'Food', 'Cereal', 'Potato', 'Plant', 'Fruit', 'Vegetable']\"
Race,Venus,TRUE,14,"['Race', 'United_States', 'List_of_countries_by_system_of_government', 'France', 'German_language', 'Latin', 'Europe', 'India', 'United_Kingdom', 'Canada', 'Russia', 'Earth', 'Planet', 'Venus']\"
Pottery,Avalanche,TRUE,20,"['Pottery', 'Germany', 'List_of_countries_by_system_of_government', 'People%27s_Republic_of_China', 'United_States', 'French_language', 'France', 'Buddhism', 'Europe', 'Mediterranean_Sea', 'Portuguese_language', 'Indonesia', 'England', 'Latin', 'Italy', 'Napoleon_I_of_France', 'Russia', 'Canada', 'Skiing', 'Avalanche']\"
Ragtime,German_language,TRUE,3,"['Ragtime', 'United_States', 'German_language']\"
Central_processing_unit,Infrastructure,TRUE,18,"['Central_processing_unit', 'Computer', 'Middle_Ages', 'Technology', 'Industry', 'Engineering', 'Architecture', 'Europe', 'France', 'Time_zone', 'United_States', 'Capitalism', 'England', 'German_language', 'United_Kingdom', 'Germany', 'Government', 'Infrastructure']\"
Effect_of_Hurricane_Katrina_on_New_Orleans,Euro,TRUE,3,"['Effect_of_Hurricane_Katrina_on_New_Orleans', 'France', 'Euro']\"
Water,Harry_Potter,TRUE,6,"['Water', 'United_States', 'Time_zone', 'United_Kingdom', 'J._K._Rowling', 'Harry_Potter']\"
Water,Bicycle,FALSE,20,"['Water', 'France', 'Time_zone', 'United_States', 'List_of_countries_by_system_of_government', 'Germany', 'Automobile', 'Europe', 'Ottoman_Empire', 'Byzantine_Empire', 'Roman_Catholic_Church', 'Christianity', 'Spain', 'South_America', 'English_language', 'India', 'Currency', '19th_century', 'Japan']\"
Soviet_Union,Coccinellidae,FALSE,20,"['Soviet_Union', 'United_Kingdom', 'English_language', 'India', 'Time_zone', 'New_York_City', 'London', 'Paris', 'French_language', 'German_language', 'Spanish_language', 'Arabic_language', 'Islam', 'World_War_I', 'Mexico', 'Currency', '19th_century', '18th_century', 'California']\"
Typhoon_Saomai_%282006%29,Tripoli,TRUE,6,"['Typhoon_Saomai_%282006%29', 'United_States', 'Mauritania', 'Egypt', 'Libya', 'Tripoli']\"
Central_processing_unit,Meningitis,FALSE,20,"['Central_processing_unit', 'Semiconductor', 'Electron', 'Chemical_element', 'Oxygen', 'Philosophy', 'Japan', 'Europe', 'France', 'Italy', 'Spain', 'Australia', 'List_of_countries_by_system_of_government', 'Canada', 'French_language', 'European_Union', 'London', 'Paris', 'Egypt']\"
Nutmeg,Aquarium,TRUE,9,"['Nutmeg', 'United_States', 'List_of_countries_by_system_of_government', 'People%27s_Republic_of_China', 'English_language', 'United_Kingdom', 'Europe', 'Fish', 'Aquarium']\"
Cairo,Carbon,TRUE,5,"['Cairo', 'Time_zone', 'United_States', 'Coal', 'Carbon']\"
Korea,Bill_Clinton,TRUE,4,"['Korea', 'Japan', 'George_W._Bush', 'Bill_Clinton']\"
Pyramid,Paleontology,TRUE,15,"['Pyramid', 'France', 'United_Kingdom', 'List_of_countries_by_system_of_government', 'People%27s_Republic_of_China', 'Capital', 'United_States', 'Iran', 'Europe', 'Arabic_language', 'Israel', 'Democracy', 'Africa', 'Fossil', 'Paleontology']\"
Cocoa,Moon,TRUE,3,"['Cocoa', 'United_States', 'Moon']\"
Edward_V_of_England,Zebra,TRUE,9,"['Edward_V_of_England', 'London', 'France', 'Time_zone', 'United_States', 'List_of_countries_by_system_of_government', 'United_Kingdom', 'Lion', 'Zebra']\"
James_Watt,Rapping,TRUE,5,"['James_Watt', 'Latin', 'United_States', 'Hip_hop_music', 'Rapping']\"
Edward_IV_of_England,Vancouver,TRUE,7,"['Edward_IV_of_England', 'London', 'City', 'Toronto', 'Montreal', 'Canada', 'Vancouver']\"
Voting,Scotland,TRUE,4,"['Voting', 'Australia', 'England', 'Scotland']\"
Super_Bowl_XL,Kyrgyzstan,TRUE,4,"['Super_Bowl_XL', 'Russia', 'Kazakhstan', 'Kyrgyzstan']\"
Krazy_Kat,Xenon,FALSE,20,"['Krazy_Kat', 'France', 'List_of_countries_by_system_of_government', 'United_States', 'Europe', 'Arabic_language', 'Latin', 'Bible', 'Jerusalem', 'Spain', 'United_Kingdom', 'Pakistan', 'English_language', 'World_War_II', 'Japan', 'China', 'Mathematics', 'French_language', 'Switzerland']\"
Krill,World_Wide_Web,FALSE,20,"['Krill', 'Japan', 'United_States', 'World_Heritage_Site', 'United_Kingdom', 'Europe', 'World_War_II', 'France', 'Germany', 'English_language', 'United_Nations', 'China', 'Volcano', 'Water', 'Oxygen', 'Phase_%28matter%29', 'Gas', 'Heat', 'Electromagnetic_radiation']\"
Pyramid,Bob_Marley,FALSE,20,"['Pyramid', 'Paris', 'Europe', 'Italy', 'Japan', 'China', 'Portugal', 'European_Union', 'Netherlands', 'Asia', 'Greece', 'United_States', 'German_language', 'Denmark', 'United_Kingdom', 'Electron', 'Chemistry', 'Hydrogen', 'Bacteria']\"
Light,Australia,TRUE,9,"['Light', 'California', 'Mexico', 'England', 'Germany', 'Canada', 'Russia', 'Country', 'Australia']\"
Krill,European_Parliament,TRUE,7,"['Krill', 'Fish', 'Fishing', 'United_States', 'Europe', 'European_Union', 'European_Parliament']\"
Bassoon,Ottoman_Empire,TRUE,5,"['Bassoon', 'Wolfgang_Amadeus_Mozart', 'Holy_Roman_Empire', 'Byzantine_Empire', 'Ottoman_Empire']\"
Government,Saturn,TRUE,9,"['Government', 'Marxism', 'Europe', 'France', 'United_States', 'Moon', 'Mars', 'Planet', 'Saturn']\"
Actor,Norse_mythology,TRUE,13,"['Actor', 'Latin', 'Italy', 'Time_zone', 'United_States', 'List_of_countries_by_system_of_government', 'United_Kingdom', 'London', 'Viking', 'Europe', 'Greek_mythology', 'Mythology', 'Norse_mythology']\"
Ralph_Nader,Karl_Marx,TRUE,4,"['Ralph_Nader', 'United_States', 'Communism', 'Karl_Marx']\"
Light,Royal_Air_Force,TRUE,5,"['Light', 'Latin', 'United_States', 'United_Kingdom', 'Royal_Air_Force']\"
Actor,Egyptian_pyramids,TRUE,5,"['Actor', 'Latin', 'Ancient_Rome', 'Egypt', 'Egyptian_pyramids']\"
Krill,Lord_Voldemort,FALSE,20,"['Krill', 'Japan', 'Europe', 'Italy', 'List_of_countries_by_system_of_government', 'United_States', 'United_Kingdom', 'House_of_Lords', 'Oliver_Cromwell', 'England', 'Greece', 'Asia', 'Iran', 'World_War_II', 'Paris', 'English_language', 'Latin', 'Roman_Empire', 'Christianity']\"
Ludwig_van_Beethoven,Gautama_Buddha,TRUE,7,"['Ludwig_van_Beethoven', 'Germany', 'England', 'Scotland', 'United_States', 'Buddhism', 'Gautama_Buddha']\"
Salt,Cassowary,FALSE,20,"['Salt', 'Hydrogen', 'Electron', 'Chemical_element', 'Latin', 'United_States', 'Time_zone', 'France', 'List_of_countries_by_system_of_government', 'United_Kingdom', 'Petroleum', 'German_language', 'Australia', 'Kangaroo', 'Scientific_classification', 'Animal', 'Photosynthesis', 'Earth%27s_atmosphere', 'Ultraviolet']\"
John_Constable,Wombat,FALSE,20,"['John_Constable', 'France', 'List_of_countries_by_system_of_government', 'United_States', 'Europe', 'Capital', 'Washington%2C_D.C.', 'United_Kingdom', 'English_language', 'Latin', 'Roman_Catholic_Church', 'Africa', 'Christianity', 'Islam', 'Mathematics', 'Quantum_mechanics', 'Electrical_resistance', 'Electric_field', 'Maxwell%27s_equations']\"
Vertebrate,Cider,FALSE,20,"['Vertebrate', 'Scientific_classification', 'Latin', 'United_States', 'Time_zone', 'United_Kingdom', 'List_of_countries_by_system_of_government', 'People%27s_Republic_of_China', 'English_language', 'Germany', 'Switzerland', 'Europe', 'France', 'Spain', 'Constitutional_monarchy', 'Napoleon_I_of_France', 'Islam', 'Christianity', 'French_Revolution']\"
Economy_of_Pakistan,Gas_giant,TRUE,20,"['Economy_of_Pakistan', 'Natural_gas', 'Gas', 'Dutch_language', 'United_States', 'United_Kingdom', 'Jet_engine', 'World_War_II', 'France', 'Judaism', 'Europe', 'England', 'English_language', 'United_Nations', 'Afghanistan', 'Time_zone', 'Earth', 'Red_giant', 'Hydrogen', 'Gas_giant']\"
Genghis_Khan,Trinidad_and_Tobago,TRUE,10,"['Genghis_Khan', 'Hungary', 'Ukraine', 'Czech_Republic', 'Germany', 'Montenegro', 'Serbia_and_Montenegro', 'Yugoslavia', 'United_States', 'Trinidad_and_Tobago']\"
